Map,Agent Picked,Total Wins By Map,Total Maps Played
Fracture,raze,0,1
Fracture,killjoy,0,1
Fracture,brimstone,0,1
Fracture,breach,0,1
Fracture,fade,0,1
Fracture,raze,1,2
Fracture,brimstone,1,2
Fracture,kayo,1,2
Fracture,breach,1,2
Fracture,cypher,1,2
Haven,skye,1,1
Haven,raze,1,1
Haven,killjoy,1,1
Haven,astra,1,1
Haven,chamber,1,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,astra,1,1
Haven,sova,1,1
Haven,breach,1,1
Haven,skye,0,2
Haven,viper,0,2
Haven,killjoy,0,2
Haven,jett,0,2
Haven,omen,0,2
Haven,sova,0,2
Haven,breach,0,2
Split,skye,0,1
Split,omen,0,1
Split,jett,0,1
Split,cypher,0,1
Split,sage,0,1
Split,raze,1,1
Split,skye,1,1
Split,viper,1,1
Split,jett,1,1
Split,astra,1,1
Split,raze,1,1
Split,skye,1,1
Split,viper,1,1
Split,jett,1,1
Split,astra,1,1
Split,raze,0,1
Split,skye,0,1
Split,viper,0,1
Split,astra,0,1
Split,neon,0,1
Bind,raze,1,1
Bind,skye,1,1
Bind,brimstone,1,1
Bind,harbor,1,1
Bind,gekko,1,1
Bind,raze,0,1
Bind,skye,0,1
Bind,viper,0,1
Bind,astra,0,1
Bind,fade,0,1
Bind,raze,1,1
Bind,skye,1,1
Bind,viper,1,1
Bind,brimstone,1,1
Bind,cypher,1,1
Bind,raze,0,1
Bind,skye,0,1
Bind,viper,0,1
Bind,harbor,0,1
Bind,sage,0,1
Fracture,raze,1,1
Fracture,killjoy,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,fade,1,1
Fracture,raze,0,1
Fracture,killjoy,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Fracture,sova,0,1
Fracture,viper,0,1
Fracture,omen,0,1
Fracture,breach,0,1
Fracture,kayo,0,1
Fracture,neon,0,1
Fracture,raze,1,1
Fracture,killjoy,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,sova,1,1
Haven,skye,1,1
Haven,omen,1,1
Haven,jett,1,1
Haven,killjoy,1,1
Haven,breach,1,1
Haven,omen,0,1
Haven,jett,0,1
Haven,breach,0,1
Haven,sova,0,1
Haven,cypher,0,1
Lotus,raze,1,1
Lotus,viper,1,1
Lotus,omen,1,1
Lotus,killjoy,1,1
Lotus,fade,1,1
Lotus,raze,0,1
Lotus,skye,0,1
Lotus,omen,0,1
Lotus,jett,0,1
Lotus,cypher,0,1
Ascent,omen,0,1
Ascent,jett,0,1
Ascent,killjoy,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Ascent,omen,1,1
Ascent,jett,1,1
Ascent,killjoy,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Lotus,raze,0,1
Lotus,skye,0,1
Lotus,cypher,0,1
Lotus,omen,0,1
Lotus,gekko,0,1
Lotus,raze,1,1
Lotus,killjoy,1,1
Lotus,viper,1,1
Lotus,astra,1,1
Lotus,fade,1,1
Bind,raze,0,1
Bind,skye,0,1
Bind,brimstone,0,1
Bind,gekko,0,1
Bind,harbor,0,1
Bind,raze,1,1
Bind,skye,1,1
Bind,brimstone,1,1
Bind,viper,1,1
Bind,cypher,1,1
Fracture,raze,0,1
Fracture,skye,0,1
Fracture,viper,0,1
Fracture,cypher,0,1
Fracture,omen,0,1
Fracture,raze,1,1
Fracture,killjoy,1,1
Fracture,brimstone,1,1
Fracture,breach,1,1
Fracture,sova,1,1
Haven,skye,0,1
Haven,killjoy,0,1
Haven,breach,0,1
Haven,omen,0,1
Haven,jett,0,1
Haven,killjoy,1,1
Haven,breach,1,1
Haven,astra,1,1
Haven,sova,1,1
Haven,jett,1,1
Lotus,raze,1,1
Lotus,killjoy,1,1
Lotus,astra,1,1
Lotus,viper,1,1
Lotus,fade,1,1
Lotus,killjoy,0,1
Lotus,breach,0,1
Lotus,skye,0,1
Lotus,omen,0,1
Lotus,jett,0,1
Fracture,raze,0,1
Fracture,killjoy,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Fracture,fade,0,1
Fracture,raze,1,1
Fracture,killjoy,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,sova,1,1
Split,raze,1,1
Split,breach,1,1
Split,skye,1,1
Split,omen,1,1
Split,cypher,1,1
Split,raze,0,1
Split,skye,0,1
Split,astra,0,1
Split,viper,0,1
Split,jett,0,1
Lotus,raze,1,1
Lotus,viper,1,1
Lotus,astra,1,1
Lotus,killjoy,1,1
Lotus,fade,1,1
Lotus,skye,0,1
Lotus,viper,0,1
Lotus,jett,0,1
Lotus,killjoy,0,1
Lotus,omen,0,1
Split,skye,1,1
Split,raze,1,1
Split,cypher,1,1
Split,omen,1,1
Split,breach,1,1
Split,skye,0,1
Split,raze,0,1
Split,viper,0,1
Split,astra,0,1
Split,jett,0,1
Bind,skye,1,1
Bind,raze,1,1
Bind,viper,1,1
Bind,brimstone,1,1
Bind,cypher,1,1
Bind,skye,0,1
Bind,raze,0,1
Bind,brimstone,0,1
Bind,chamber,0,1
Bind,reyna,0,1
Pearl,jett,0,1
Pearl,skye,0,1
Pearl,killjoy,0,1
Pearl,viper,0,1
Pearl,harbor,0,1
Pearl,jett,1,1
Pearl,skye,1,1
Pearl,killjoy,1,1
Pearl,viper,1,1
Pearl,harbor,1,1
Haven,jett,0,1
Haven,killjoy,0,1
Haven,omen,0,1
Haven,breach,0,1
Haven,sova,0,1
Haven,jett,1,1
Haven,skye,1,1
Haven,killjoy,1,1
Haven,viper,1,1
Haven,harbor,1,1
Lotus,jett,1,1
Lotus,skye,1,1
Lotus,omen,1,1
Lotus,raze,1,1
Lotus,cypher,1,1
Lotus,skye,0,1
Lotus,killjoy,0,1
Lotus,viper,0,1
Lotus,omen,0,1
Lotus,neon,0,1
Fracture,jett,1,1
Fracture,skye,1,1
Fracture,killjoy,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,viper,0,1
Fracture,omen,0,1
Fracture,breach,0,1
Fracture,neon,0,1
Fracture,kayo,0,1
Haven,jett,0,1
Haven,skye,0,1
Haven,omen,0,1
Haven,killjoy,0,1
Haven,breach,0,1
Haven,jett,1,1
Haven,skye,1,1
Haven,killjoy,1,1
Haven,viper,1,1
Haven,harbor,1,1
Ascent,jett,1,1
Ascent,omen,1,1
Ascent,cypher,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Ascent,jett,0,1
Ascent,omen,0,1
Ascent,killjoy,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Split,jett,0,1
Split,skye,0,1
Split,omen,0,1
Split,cypher,0,1
Split,sage,0,1
Split,jett,1,1
Split,skye,1,1
Split,raze,1,1
Split,viper,1,1
Split,astra,1,1
Split,jett,0,1
Split,skye,0,1
Split,raze,0,1
Split,viper,0,1
Split,astra,0,1
Split,jett,1,1
Split,skye,1,1
Split,raze,1,1
Split,viper,1,1
Split,astra,1,1
Fracture,raze,1,1
Fracture,killjoy,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,neon,1,1
Fracture,jett,0,1
Fracture,skye,0,1
Fracture,killjoy,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Lotus,skye,1,1
Lotus,raze,1,1
Lotus,omen,1,1
Lotus,cypher,1,1
Lotus,gekko,1,1
Lotus,jett,0,1
Lotus,skye,0,1
Lotus,raze,0,1
Lotus,omen,0,1
Lotus,cypher,0,1
Pearl,skye,0,1
Pearl,viper,0,1
Pearl,killjoy,0,1
Pearl,harbor,0,1
Pearl,jett,0,1
Pearl,skye,1,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,astra,1,1
Pearl,phoenix,1,1
Lotus,skye,1,1
Lotus,raze,1,1
Lotus,viper,1,1
Lotus,killjoy,1,1
Lotus,omen,1,1
Lotus,skye,0,1
Lotus,raze,0,1
Lotus,gekko,0,1
Lotus,omen,0,1
Lotus,cypher,0,1
Bind,skye,0,1
Bind,raze,0,1
Bind,viper,0,1
Bind,brimstone,0,1
Bind,chamber,0,1
Bind,skye,1,1
Bind,raze,1,1
Bind,brimstone,1,1
Bind,gekko,1,1
Bind,harbor,1,1
Fracture,killjoy,1,1
Fracture,raze,1,1
Fracture,sova,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,killjoy,0,1
Fracture,raze,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Fracture,neon,0,1
Lotus,jett,0,1
Lotus,skye,0,1
Lotus,killjoy,0,1
Lotus,viper,0,1
Lotus,omen,0,1
Lotus,skye,1,1
Lotus,raze,1,1
Lotus,omen,1,1
Lotus,gekko,1,1
Lotus,cypher,1,1
Split,jett,0,1
Split,skye,0,1
Split,raze,0,1
Split,viper,0,1
Split,astra,0,1
Split,jett,1,1
Split,skye,1,1
Split,raze,1,1
Split,viper,1,1
Split,astra,1,1
Pearl,jett,1,1
Pearl,skye,1,1
Pearl,killjoy,1,1
Pearl,viper,1,1
Pearl,harbor,1,1
Pearl,jett,0,1
Pearl,skye,0,1
Pearl,killjoy,0,1
Pearl,astra,0,1
Pearl,phoenix,0,1
Ascent,jett,1,1
Ascent,killjoy,1,1
Ascent,omen,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Ascent,jett,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Ascent,fade,0,1
Ascent,sage,0,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,omen,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Ascent,jett,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Ascent,cypher,0,1
Ascent,fade,0,1
Lotus,killjoy,0,1
Lotus,omen,0,1
Lotus,viper,0,1
Lotus,skye,0,1
Lotus,neon,0,1
Lotus,killjoy,1,1
Lotus,omen,1,1
Lotus,viper,1,1
Lotus,raze,1,1
Lotus,fade,1,1
Split,jett,1,1
Split,viper,1,1
Split,skye,1,1
Split,raze,1,1
Split,astra,1,1
Split,killjoy,0,1
Split,omen,0,1
Split,viper,0,1
Split,skye,0,1
Split,raze,0,1
Fracture,killjoy,0,1
Fracture,jett,0,1
Fracture,skye,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Fracture,killjoy,1,1
Fracture,jett,1,1
Fracture,raze,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Haven,jett,1,1
Haven,omen,1,1
Haven,breach,1,1
Haven,sova,1,1
Haven,cypher,1,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,omen,0,1
Haven,breach,0,1
Haven,sova,0,1
Pearl,killjoy,0,1
Pearl,jett,0,1
Pearl,viper,0,1
Pearl,skye,0,1
Pearl,harbor,0,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,1,1
Pearl,skye,1,1
Pearl,harbor,1,1
Lotus,viper,0,1
Lotus,skye,0,1
Lotus,killjoy,0,1
Lotus,omen,0,1
Lotus,neon,0,1
Lotus,viper,1,1
Lotus,skye,1,1
Lotus,harbor,1,1
Lotus,killjoy,1,1
Lotus,jett,1,1
Bind,viper,1,1
Bind,skye,1,1
Bind,harbor,1,1
Bind,raze,1,1
Bind,sage,1,1
Bind,viper,0,1
Bind,skye,0,1
Bind,harbor,0,1
Bind,raze,0,1
Bind,gekko,0,1
Pearl,viper,1,1
Pearl,skye,1,1
Pearl,harbor,1,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,0,1
Pearl,skye,0,1
Pearl,harbor,0,1
Pearl,killjoy,0,1
Pearl,jett,0,1
Pearl,jett,0,1
Pearl,kayo,0,1
Pearl,killjoy,0,1
Pearl,sova,0,1
Pearl,astra,0,1
Pearl,viper,1,1
Pearl,skye,1,1
Pearl,jett,1,1
Pearl,harbor,1,1
Pearl,killjoy,1,1
Bind,viper,0,1
Bind,skye,0,1
Bind,kayo,0,1
Bind,raze,0,1
Bind,brimstone,0,1
Bind,viper,1,1
Bind,skye,1,1
Bind,jett,1,1
Bind,harbor,1,1
Bind,gekko,1,1
Fracture,jett,0,1
Fracture,breach,0,1
Fracture,killjoy,0,1
Fracture,brimstone,0,1
Fracture,raze,0,1
Fracture,jett,1,1
Fracture,breach,1,1
Fracture,killjoy,1,1
Fracture,brimstone,1,1
Fracture,skye,1,1
Haven,jett,0,1
Haven,breach,0,1
Haven,killjoy,0,1
Haven,omen,0,1
Haven,sova,0,1
Haven,jett,1,1
Haven,breach,1,1
Haven,omen,1,1
Haven,sova,1,1
Haven,cypher,1,1
Fracture,killjoy,1,1
Fracture,raze,1,1
Fracture,breach,1,1
Fracture,brimstone,1,1
Fracture,fade,1,1
Fracture,jett,0,1
Fracture,killjoy,0,1
Fracture,raze,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Pearl,jett,1,1
Pearl,skye,1,1
Pearl,killjoy,1,1
Pearl,viper,1,1
Pearl,harbor,1,1
Pearl,jett,0,1
Pearl,skye,0,1
Pearl,viper,0,1
Pearl,kayo,0,1
Pearl,harbor,0,1
Split,jett,0,1
Split,skye,0,1
Split,kayo,0,1
Split,astra,0,1
Split,cypher,0,1
Split,jett,1,1
Split,skye,1,1
Split,viper,1,1
Split,raze,1,1
Split,astra,1,1
Lotus,killjoy,0,1
Lotus,viper,0,1
Lotus,kayo,0,1
Lotus,omen,0,1
Lotus,neon,0,1
Lotus,jett,1,1
Lotus,skye,1,1
Lotus,killjoy,1,1
Lotus,breach,1,1
Lotus,omen,1,1
Fracture,killjoy,0,1
Fracture,brimstone,0,1
Fracture,raze,0,1
Fracture,breach,0,1
Fracture,fade,0,1
Fracture,killjoy,1,1
Fracture,sova,1,1
Fracture,brimstone,1,1
Fracture,raze,1,1
Fracture,breach,1,1
Ascent,killjoy,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Ascent,omen,0,1
Ascent,jett,0,1
Ascent,killjoy,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Ascent,omen,1,1
Ascent,jett,1,1
Haven,killjoy,1,1
Haven,omen,1,1
Haven,jett,1,1
Haven,sova,1,1
Haven,breach,1,1
Haven,killjoy,0,1
Haven,omen,0,1
Haven,jett,0,1
Haven,breach,0,1
Haven,gekko,0,1
Ascent,killjoy,0,1
Ascent,omen,0,1
Ascent,jett,0,1
Ascent,kayo,0,1
Ascent,sova,0,1
Ascent,killjoy,1,1
Ascent,omen,1,1
Ascent,jett,1,1
Ascent,kayo,1,1
Ascent,sova,1,1
Lotus,killjoy,0,1
Lotus,omen,0,1
Lotus,jett,0,1
Lotus,breach,0,1
Lotus,skye,0,1
Lotus,killjoy,1,1
Lotus,omen,1,1
Lotus,kayo,1,1
Lotus,viper,1,1
Lotus,neon,1,1
Bind,brimstone,0,1
Bind,kayo,0,1
Bind,raze,0,1
Bind,viper,0,1
Bind,skye,0,1
Bind,brimstone,1,1
Bind,kayo,1,1
Bind,raze,1,1
Bind,viper,1,1
Bind,fade,1,1
Fracture,brimstone,1,1
Fracture,breach,1,1
Fracture,killjoy,1,1
Fracture,fade,1,1
Fracture,neon,1,1
Fracture,brimstone,0,1
Fracture,breach,0,1
Fracture,kayo,0,1
Fracture,neon,0,1
Fracture,cypher,0,1
Haven,breach,1,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,omen,1,1
Haven,sova,1,1
Haven,breach,0,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,omen,0,1
Haven,gekko,0,1
Ascent,killjoy,3,3
Ascent,jett,3,3
Ascent,omen,3,3
Ascent,sova,3,3
Ascent,kayo,3,3
Ascent,killjoy,1,2
Ascent,jett,1,2
Ascent,omen,1,2
Ascent,sova,1,2
Ascent,kayo,1,2
Ascent,jett,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Ascent,fade,0,1
Ascent,sage,0,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,omen,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,omen,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Ascent,jett,1,1
Ascent,omen,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Ascent,cypher,1,1
Ascent,jett,0,1
Ascent,omen,0,1
Ascent,kayo,0,1
Ascent,cypher,0,1
Ascent,fade,0,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,omen,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,omen,0,1
Ascent,sova,0,1
Ascent,kayo,0,1
Lotus,skye,1,4
Lotus,killjoy,1,4
Lotus,jett,1,4
Lotus,omen,1,4
Lotus,breach,1,4
Lotus,viper,0,4
Lotus,skye,1,3
Lotus,killjoy,1,3
Lotus,viper,1,3
Lotus,omen,1,3
Lotus,neon,0,3
Lotus,raze,1,3
Lotus,skye,1,3
Lotus,jett,1,3
Lotus,raze,1,3
Lotus,omen,1,3
Lotus,cypher,1,3
Lotus,skye,2,4
Lotus,raze,2,4
Lotus,omen,2,4
Lotus,cypher,2,4
Lotus,gekko,2,4
Lotus,killjoy,3,3
Lotus,raze,3,3
Lotus,viper,3,3
Lotus,astra,3,3
Lotus,fade,3,3
Lotus,skye,1,1
Lotus,killjoy,1,1
Lotus,jett,1,1
Lotus,viper,1,1
Lotus,harbor,1,1
Lotus,killjoy,1,2
Lotus,viper,1,2
Lotus,omen,1,2
Lotus,kayo,1,2
Lotus,neon,1,2
Lotus,killjoy,1,1
Lotus,raze,1,1
Lotus,viper,1,1
Lotus,omen,1,1
Lotus,fade,1,1
Lotus,killjoy,1,1
Lotus,raze,1,1
Lotus,viper,1,1
Lotus,omen,1,1
Lotus,fade,1,1
Lotus,skye,0,1
Lotus,killjoy,0,1
Lotus,jett,0,1
Lotus,omen,0,1
Lotus,breach,0,1
Lotus,skye,0,1
Lotus,killjoy,0,1
Lotus,viper,0,1
Lotus,omen,0,1
Lotus,neon,0,1
Split,skye,1,4
Split,jett,1,4
Split,raze,1,4
Split,viper,1,4
Split,astra,1,4
Split,skye,2,2
Split,jett,2,2
Split,raze,2,2
Split,viper,2,2
Split,astra,2,2
Split,skye,2,2
Split,jett,2,2
Split,raze,2,2
Split,viper,2,2
Split,astra,2,2
Split,skye,2,3
Split,jett,2,3
Split,raze,2,3
Split,viper,2,3
Split,astra,2,3
Split,skye,0,1
Split,raze,0,1
Split,viper,0,1
Split,astra,0,1
Split,neon,0,1
Split,skye,2,2
Split,raze,2,2
Split,omen,2,2
Split,breach,2,2
Split,cypher,2,2
Split,skye,0,1
Split,jett,0,1
Split,kayo,0,1
Split,cypher,0,1
Split,astra,0,1
Split,skye,0,2
Split,jett,0,2
Split,omen,0,2
Split,cypher,0,2
Split,sage,0,2
Split,skye,0,1
Split,killjoy,0,1
Split,raze,0,1
Split,viper,0,1
Split,omen,0,1
Fracture,killjoy,5,5
Fracture,raze,5,5
Fracture,breach,5,5
Fracture,brimstone,5,5
Fracture,sova,5,5
Fracture,killjoy,0,1
Fracture,raze,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Fracture,sova,0,1
Fracture,skye,2,4
Fracture,killjoy,2,4
Fracture,jett,2,4
Fracture,breach,2,4
Fracture,brimstone,2,4
Fracture,killjoy,1,2
Fracture,raze,1,2
Fracture,breach,1,2
Fracture,brimstone,1,2
Fracture,neon,1,2
Fracture,killjoy,2,3
Fracture,raze,1,3
Fracture,breach,2,3
Fracture,brimstone,2,3
Fracture,fade,2,3
Fracture,neon,1,3
Fracture,killjoy,1,2
Fracture,raze,1,2
Fracture,breach,1,2
Fracture,brimstone,1,2
Fracture,fade,1,2
Fracture,killjoy,1,2
Fracture,jett,1,2
Fracture,raze,1,2
Fracture,breach,1,2
Fracture,brimstone,1,2
Fracture,breach,0,1
Fracture,brimstone,0,1
Fracture,kayo,0,1
Fracture,cypher,0,1
Fracture,neon,0,1
Fracture,skye,0,1
Fracture,raze,0,1
Fracture,viper,0,1
Fracture,omen,0,1
Fracture,cypher,0,1
Fracture,killjoy,0,1
Fracture,jett,0,1
Fracture,raze,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Fracture,viper,0,2
Fracture,omen,0,2
Fracture,breach,0,2
Fracture,kayo,0,2
Fracture,neon,0,2
Haven,killjoy,1,1
Haven,jett,1,1
Haven,breach,1,1
Haven,sova,1,1
Haven,astra,1,1
Haven,skye,2,2
Haven,killjoy,2,2
Haven,jett,2,2
Haven,viper,2,2
Haven,harbor,2,2
Haven,jett,2,3
Haven,omen,2,3
Haven,breach,2,3
Haven,sova,2,3
Haven,cypher,2,3
Haven,killjoy,1,2
Haven,jett,1,2
Haven,omen,1,2
Haven,breach,1,2
Haven,sova,1,2
Haven,killjoy,0,2
Haven,jett,0,2
Haven,omen,0,2
Haven,breach,0,2
Haven,sova,0,2
Haven,killjoy,0,2
Haven,jett,0,2
Haven,omen,0,2
Haven,breach,0,2
Haven,gekko,0,2
Haven,skye,1,3
Haven,killjoy,1,3
Haven,jett,1,3
Haven,omen,1,3
Haven,breach,1,3
Haven,killjoy,1,1
Haven,jett,1,1
Haven,omen,1,1
Haven,breach,1,1
Haven,sova,1,1
Pearl,skye,1,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,1,1
Pearl,harbor,1,1
Pearl,skye,2,3
Pearl,killjoy,2,3
Pearl,jett,2,3
Pearl,viper,2,3
Pearl,harbor,2,3
Pearl,skye,1,2
Pearl,killjoy,1,2
Pearl,jett,1,2
Pearl,viper,1,2
Pearl,harbor,1,2
Pearl,skye,1,2
Pearl,killjoy,1,2
Pearl,jett,1,2
Pearl,astra,1,2
Pearl,phoenix,1,2
Pearl,skye,1,2
Pearl,killjoy,1,2
Pearl,jett,1,2
Pearl,viper,1,2
Pearl,harbor,1,2
Pearl,skye,1,2
Pearl,killjoy,1,2
Pearl,jett,1,2
Pearl,viper,1,2
Pearl,harbor,1,2
Pearl,killjoy,0,1
Pearl,jett,0,1
Pearl,sova,0,1
Pearl,kayo,0,1
Pearl,astra,0,1
Pearl,skye,0,1
Pearl,jett,0,1
Pearl,viper,0,1
Pearl,kayo,0,1
Pearl,harbor,0,1
Bind,skye,0,1
Bind,raze,0,1
Bind,brimstone,0,1
Bind,chamber,0,1
Bind,reyna,0,1
Bind,skye,1,3
Bind,raze,1,3
Bind,viper,1,3
Bind,harbor,1,3
Bind,sage,1,3
Bind,brimstone,0,3
Bind,chamber,0,3
Bind,skye,1,1
Bind,jett,1,1
Bind,viper,1,1
Bind,harbor,1,1
Bind,gekko,1,1
Bind,skye,2,3
Bind,raze,2,3
Bind,brimstone,2,3
Bind,harbor,2,3
Bind,gekko,2,3
Bind,skye,0,2
Bind,raze,0,2
Bind,viper,0,2
Bind,brimstone,0,2
Bind,kayo,0,2
Bind,astra,0,2
Bind,fade,0,2
Bind,skye,3,3
Bind,raze,3,3
Bind,viper,3,3
Bind,brimstone,3,3
Bind,cypher,3,3
Bind,skye,0,1
Bind,raze,0,1
Bind,viper,0,1
Bind,harbor,0,1
Bind,gekko,0,1
Bind,raze,1,1
Bind,viper,1,1
Bind,brimstone,1,1
Bind,kayo,1,1
Bind,fade,1,1
Bind,skye,0,1
Bind,raze,0,1
Bind,viper,0,1
Bind,brimstone,0,1
Bind,kayo,0,1
Pearl,killjoy,1,1
Pearl,jett,1,1
Pearl,viper,1,1
Pearl,skye,1,1
Pearl,harbor,1,1
Pearl,killjoy,0,1
Pearl,jett,0,1
Pearl,viper,0,1
Pearl,skye,0,1
Pearl,harbor,0,1
Icebox,killjoy,1,1
Icebox,jett,1,1
Icebox,viper,1,1
Icebox,skye,1,1
Icebox,harbor,1,1
Icebox,killjoy,0,1
Icebox,jett,0,1
Icebox,viper,0,1
Icebox,sova,0,1
Icebox,harbor,0,1
Split,jett,0,1
Split,viper,0,1
Split,raze,0,1
Split,skye,0,1
Split,astra,0,1
Split,viper,1,1
Split,raze,1,1
Split,skye,1,1
Split,kayo,1,1
Split,astra,1,1
Fracture,killjoy,0,1
Fracture,jett,0,1
Fracture,raze,0,1
Fracture,breach,0,1
Fracture,brimstone,0,1
Fracture,killjoy,1,1
Fracture,breach,1,1
Fracture,fade,1,1
Fracture,brimstone,1,1
Fracture,neon,1,1
Fracture,viper,0,1
Fracture,raze,0,1
Fracture,kayo,0,1
Fracture,omen,0,1
Fracture,cypher,0,1
Fracture,killjoy,1,1
Fracture,raze,1,1
Fracture,breach,1,1
Fracture,fade,1,1
Fracture,brimstone,1,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,viper,1,1
Ascent,skye,1,1
Ascent,omen,1,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,kayo,0,1
Ascent,omen,0,1
Ascent,sova,0,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,kayo,0,1
Haven,omen,0,1
Haven,sova,0,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,sova,1,1
Haven,breach,1,1
Haven,astra,1,1
Lotus,killjoy,0,1
Lotus,raze,0,1
Lotus,kayo,0,1
Lotus,omen,0,1
Lotus,fade,0,1
Lotus,killjoy,1,1
Lotus,viper,1,1
Lotus,raze,1,1
Lotus,astra,1,1
Lotus,fade,1,1
Ascent,killjoy,0,1
Ascent,jett,0,1
Ascent,viper,0,1
Ascent,skye,0,1
Ascent,omen,0,1
Ascent,killjoy,1,1
Ascent,jett,1,1
Ascent,omen,1,1
Ascent,sova,1,1
Ascent,kayo,1,1
Fracture,killjoy,0,1
Fracture,jett,0,1
Fracture,raze,0,1
Fracture,brimstone,0,1
Fracture,breach,0,1
Fracture,killjoy,1,1
Fracture,raze,1,1
Fracture,brimstone,1,1
Fracture,fade,1,1
Fracture,breach,1,1
Split,jett,1,1
Split,viper,1,1
Split,raze,1,1
Split,skye,1,1
Split,astra,1,1
Split,jett,0,1
Split,raze,0,1
Split,omen,0,1
Split,sage,0,1
Split,cypher,0,1
Lotus,killjoy,1,1
Lotus,jett,1,1
Lotus,viper,1,1
Lotus,skye,1,1
Lotus,harbor,1,1
Lotus,killjoy,0,1
Lotus,viper,0,1
Lotus,raze,0,1
Lotus,astra,0,1
Lotus,fade,0,1
Icebox,killjoy,0,1
Icebox,jett,0,1
Icebox,viper,0,1
Icebox,skye,0,1
Icebox,harbor,0,1
Icebox,killjoy,1,1
Icebox,jett,1,1
Icebox,viper,1,1
Icebox,sova,1,1
Icebox,sage,1,1
Icebox,killjoy,0,1
Icebox,jett,0,1
Icebox,sova,0,1
Icebox,viper,0,1
Icebox,sage,0,1
Icebox,killjoy,1,1
Icebox,sova,1,1
Icebox,kayo,1,1
Icebox,viper,1,1
Icebox,sage,1,1
Icebox,killjoy,0,1
Icebox,sova,0,1
Icebox,kayo,0,1
Icebox,viper,0,1
Icebox,raze,0,1
Icebox,killjoy,1,1
Icebox,jett,1,1
Icebox,sova,1,1
Icebox,viper,1,1
Icebox,sage,1,1
Haven,omen,1,1
Haven,viper,1,1
Haven,skye,1,1
Haven,fade,1,1
Haven,chamber,1,1
Haven,omen,0,1
Haven,breach,0,1
Haven,kayo,0,1
Haven,fade,0,1
Haven,cypher,0,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,sova,0,1
Haven,breach,0,1
Haven,astra,0,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,sova,1,1
Haven,omen,1,1
Haven,breach,1,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,sova,0,1
Haven,omen,0,1
Haven,breach,0,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,sova,1,1
Haven,omen,1,1
Haven,breach,1,1
Haven,killjoy,0,1
Haven,jett,0,1
Haven,sova,0,1
Haven,breach,0,1
Haven,astra,0,1
Haven,killjoy,1,1
Haven,jett,1,1
Haven,sova,1,1
Haven,breach,1,1
Haven,astra,1,1
